uf,ano,faixa_etaria,numero_dose,reforco,imunizante,doenca,meta,meta_atingida,populacao,qt_dose,homog_geo,cobertura,abandono,ultima_dose
PR,2000,0,3,0,Haemophilus influenzae tipo b,,95,1,185872,192948,82.9146,103.807,-7.19333,1
SC,2000,0,3,0,Haemophilus influenzae tipo b,,95,1,100820,101399,82.9352,100.574,-3.14105,1
RS,2000,0,3,0,Haemophilus influenzae tipo b,,95,0,174172,137098,52.8908,78.7141,0.147123,1
MS,2000,0,3,0,Haemophilus influenzae tipo b,,95,0,44523,26274,18.1818,59.0122,52.1508,1
MT,2000,0,3,0,Haemophilus influenzae tipo b,,95,0,54151,39869,36.5079,73.6256,20.115,1
GO,2000,0,3,0,Haemophilus influenzae tipo b,,95,0,101764,81443,53.5565,80.0312,13.4239,1
DF,2000,0,3,0,Haemophilus influenzae tipo b,,95,1,41516,51474,100.0,123.986,2.66437,1
RO,2000,0,3,0,Hepatite B,,95,0,31305,29354,65.3846,93.7678,16.8371,1
AC,2000,0,3,0,Hepatite B,,95,0,16181,9244,31.8182,57.1287,45.133,1
AM,2000,0,3,0,Hepatite B,,95,0,81012,45870,38.7097,56.6212,40.3371,1
RR,2000,0,3,0,Hepatite B,,95,1,9719,11975,26.6667,123.212,36.9006,1
PA,2000,0,3,0,Hepatite B,,95,0,161174,100042,33.5664,62.0708,33.8053,1
AP,2000,0,3,0,Hepatite B,,95,0,15266,12475,50.0,81.7175,32.3371,1
TO,2000,0,3,0,Hepatite B,,95,1,28196,26810,76.259,95.0844,9.13713,1
MA,2000,0,3,0,Hepatite B,,95,0,142303,86604,45.8333,60.8589,40.0332,1
PI,2000,0,3,0,Hepatite B,,95,0,62200,55833,48.6239,89.7637,23.5238,1
CE,2000,0,3,0,Hepatite B,,95,1,167989,165180,76.6304,98.3279,10.8446,1
RN,2000,0,3,0,Hepatite B,,95,0,58262,48777,45.7831,83.7201,19.4115,1
PB,2000,0,3,0,Hepatite B,,95,0,69950,63807,78.9238,91.218,13.9151,1
PE,2000,0,3,0,Hepatite B,,95,0,167804,152321,50.8108,90.7732,19.4946,1
AL,2000,0,3,0,Hepatite B,,95,0,68997,56026,34.6535,81.2006,29.1312,1
SE,2000,0,3,0,Hepatite B,,95,1,41017,41313,68.0,100.722,15.796,1
BA,2000,0,3,0,Hepatite B,,95,0,277126,211346,49.1566,76.2635,21.0824,1
MG,2000,0,3,0,Hepatite B,,95,1,336257,367589,83.9202,109.318,0.4501,1
ES,2000,0,3,0,Hepatite B,,95,0,60593,57064,62.3377,94.1759,10.9808,1
RJ,2000,0,3,0,Hepatite B,,95,0,259187,218276,59.3407,84.2156,20.2601,1
SP,2000,0,3,0,Hepatite B,,95,1,668952,667496,69.9225,99.7823,10.2427,1
PR,2000,0,3,0,Hepatite B,,95,1,185872,178676,70.1754,96.1285,0.516138,1
SC,2000,0,3,0,Hepatite B,,95,0,100820,91282,64.8464,90.5396,9.37233,1
RS,2000,0,3,0,Hepatite B,,95,1,174172,167478,66.167,96.1567,7.07747,1
MS,2000,0,3,0,Hepatite B,,95,0,44523,39268,67.5325,88.1971,17.0949,1
MT,2000,0,3,0,Hepatite B,,95,0,54151,43424,49.2063,80.1906,21.5635,1
GO,2000,0,3,0,Hepatite B,,95,0,101764,85924,54.9587,84.4346,10.8811,1
DF,2000,0,3,0,Hepatite B,,95,1,41516,41670,0.0,100.371,34.5203,1
RO,2000,0,3,0,Oral Poliomielite,,95,1,31305,30687,67.3077,98.0259,6.77461,1
AC,2000,0,3,0,Oral Poliomielite,,95,0,16181,14104,77.2727,87.164,20.3344,1
AM,2000,0,3,0,Oral Poliomielite,,95,0,81012,73492,70.9677,90.7174,-5.18692,1
RR,2000,0,3,0,Oral Poliomielite,,95,1,9719,13067,40.0,134.448,21.5572,1
PA,2000,0,3,0,Oral Poliomielite,,95,1,161174,171439,84.6154,106.369,3.0454,1
AP,2000,0,3,0,Oral Poliomielite,,95,0,15266,12979,56.25,85.019,24.9682,1
TO,2000,0,3,0,Oral Poliomielite,,95,1,28196,30017,83.4532,106.458,3.64652,1
MA,2000,0,3,0,Oral Poliomielite,,95,0,142303,108016,64.5161,75.9056,24.7962,1
PI,2000,0,3,0,Oral Poliomielite,,95,1,62200,60347,73.1818,97.0209,21.9547,1
CE,2000,0,3,0,Oral Poliomielite,,95,1,167989,172936,91.8478,102.945,3.40444,1
RN,2000,0,3,0,Oral Poliomielite,,95,0,58262,48976,48.1928,84.0617,16.5315,1
PB,2000,0,3,0,Oral Poliomielite,,95,0,69950,65759,82.0628,94.0086,10.8304,1
PE,2000,0,3,0,Oral Poliomielite,,95,1,167804,186398,77.2973,111.081,16.1038,1
AL,2000,0,3,0,Oral Poliomielite,,95,0,68997,64177,56.4356,93.0142,19.1858,1
SE,2000,0,3,0,Oral Poliomielite,,95,1,41017,41485,70.6667,101.141,9.79757,1
BA,2000,0,3,0,Oral Poliomielite,,95,0,277126,251056,72.5301,90.5927,13.8874,1
MG,2000,0,3,0,Oral Poliomielite,,95,1,336257,352352,86.4009,104.787,5.29725,1
ES,2000,0,3,0,Oral Poliomielite,,95,1,60593,63352,77.9221,104.553,4.23702,1
RJ,2000,0,3,0,Oral Poliomielite,,95,0,259187,243444,73.6264,93.926,6.90905,1
SP,2000,0,3,0,Oral Poliomielite,,95,1,668952,702565,82.6357,105.025,6.82743,1
PR,2000,0,3,0,Oral Poliomielite,,95,1,185872,187300,79.6992,100.768,-0.0924506,1
SC,2000,0,3,0,Oral Poliomielite,,95,1,100820,97263,77.8157,96.4719,0.700364,1
RS,2000,0,3,0,Oral Poliomielite,,95,1,174172,172072,70.6638,98.7943,3.08314,1
MS,2000,0,3,0,Oral Poliomielite,,95,1,44523,45601,85.7143,102.421,12.2264,1
MT,2000,0,3,0,Oral Poliomielite,,95,1,54151,66803,90.4762,123.364,15.4039,1
GO,2000,0,3,0,Oral Poliomielite,,95,1,101764,101467,76.8595,99.7081,9.7365,1
DF,2000,0,3,0,Oral Poliomielite,,95,1,41516,47765,100.0,115.052,5.56171,1
RO,2000,0,3,0,Tríplice Bacteriana,,95,1,31305,31847,86.5385,101.731,5.81712,1
AC,2000,0,3,0,Tríplice Bacteriana,,95,0,16181,9905,36.3636,61.2138,38.1517,1
AM,2000,0,3,0,Tríplice Bacteriana,,95,0,81012,53140,45.1613,65.5952,29.5235,1
RR,2000,0,3,0,Tríplice Bacteriana,,95,1,9719,12569,40.0,129.324,20.3889,1
PA,2000,0,3,0,Tríplice Bacteriana,,95,0,161174,107001,37.0629,66.3885,24.3098,1
AP,2000,0,3,0,Tríplice Bacteriana,,95,0,15266,12206,56.25,79.9555,22.976,1
TO,2000,0,3,0,Tríplice Bacteriana,,95,1,28196,28436,78.4173,100.851,3.27233,1
MA,2000,0,3,0,Tríplice Bacteriana,,95,0,142303,98264,53.917,69.0527,29.1919,1
PI,2000,0,3,0,Tríplice Bacteriana,,95,0,62200,55552,65.0,89.3119,15.9004,1
CE,2000,0,3,0,Tríplice Bacteriana,,95,1,167989,168912,91.8478,100.549,1.23722,1
RN,2000,0,3,0,Tríplice Bacteriana,,95,0,58262,49831,53.6145,85.5292,13.5194,1
PB,2000,0,3,0,Tríplice Bacteriana,,95,0,69950,63922,81.6143,91.3824,8.25427,1
PE,2000,0,3,0,Tríplice Bacteriana,,95,0,167804,154482,52.4324,92.061,14.1017,1
AL,2000,0,3,0,Tríplice Bacteriana,,95,0,68997,59789,46.5347,86.6545,17.8361,1
SE,2000,0,3,0,Tríplice Bacteriana,,95,1,41017,40907,69.3333,99.7318,9.03896,1
BA,2000,0,3,0,Tríplice Bacteriana,,95,0,277126,233204,68.1928,84.1509,13.9208,1
MG,2000,0,3,0,Tríplice Bacteriana,,95,1,336257,348167,86.4009,103.542,4.10815,1
ES,2000,0,3,0,Tríplice Bacteriana,,95,1,60593,58457,72.7273,96.4748,3.54108,1
RJ,2000,0,3,0,Tríplice Bacteriana,,95,0,259187,236201,71.4286,91.1315,7.94435,1
SP,2000,0,3,0,Tríplice Bacteriana,,95,1,668952,688871,82.9457,102.978,3.94164,1
PR,2000,0,3,0,Tríplice Bacteriana,,95,1,185872,186469,79.6992,100.321,-0.571709,1
SC,2000,0,3,0,Tríplice Bacteriana,,95,1,100820,97752,78.8396,96.957,0.556466,1
RS,2000,0,3,0,Tríplice Bacteriana,,95,1,174172,172312,71.3062,98.9321,2.67993,1
MS,2000,0,3,0,Tríplice Bacteriana,,95,0,44523,40019,72.7273,89.8839,11.1775,1
MT,2000,0,3,0,Tríplice Bacteriana,,95,0,54151,50020,73.8095,92.3713,9.2229,1
GO,2000,0,3,0,Tríplice Bacteriana,,95,0,101764,91794,72.7273,90.2028,8.87848,1
DF,2000,0,3,0,Tríplice Bacteriana,,95,1,41516,47725,100.0,114.956,5.48382,1
SP,2000,1,1,0,Hepatite A,,95,0,668622,4,0.0,0.000598245,,0
DF,2000,1,1,0,Hepatite A,,95,0,41603,4,0.0,0.0104159,,0
RO,2000,1,1,0,Sarampo,,95,0,31589,2466,0.0,7.80651,,1
AC,2000,1,1,0,Sarampo,,95,0,17342,2240,13.6364,12.9166,,1
AM,2000,1,1,0,Sarampo,,95,0,82486,11796,9.67742,14.3006,,1
RR,2000,1,1,0,Sarampo,,95,0,9806,1660,0.0,16.9284,,1
PA,2000,1,1,0,Sarampo,,95,0,167171,21032,4.1958,12.5811,,1
AP,2000,1,1,0,Sarampo,,95,0,15363,4447,37.5,28.9462,,1
TO,2000,1,1,0,Sarampo,,95,0,28769,2481,0.775194,8.62387,,1
MA,2000,1,1,0,Sarampo,,95,0,146984,17657,20.197,12.0129,,1
PI,2000,1,1,0,Sarampo,,95,0,63184,1580,6.79612,2.50063,,1
CE,2000,1,1,0,Sarampo,,95,0,170815,3769,0.0,2.20648,,1
RN,2000,1,1,0,Sarampo,,95,0,59841,2051,0.0,3.42742,,1
PB,2000,1,1,0,Sarampo,,95,0,71853,1946,0.787402,2.70831,,1
PE,2000,1,1,0,Sarampo,,95,0,172474,17935,0.0,10.3987,,1
AL,2000,1,1,0,Sarampo,,95,0,71093,12743,0.0,17.9244,,1
SE,2000,1,1,0,Sarampo,,95,0,42134,1180,0.0,2.80059,,1
BA,2000,1,1,0,Sarampo,,95,0,283346,6423,1.06952,2.26684,,1
MG,2000,1,1,0,Sarampo,,95,0,340178,2977,1.5873,0.87513,,1
ES,2000,1,1,0,Sarampo,,95,0,60876,905,0.0,1.48663,,1
RJ,2000,1,1,0,Sarampo,,95,0,258974,3562,0.0,1.37543,,1
SP,2000,1,1,0,Sarampo,,95,0,668622,1051,0.0,0.157189,,1
PR,2000,1,1,0,Sarampo,,95,0,185936,2065,0.0,1.1106,,1
SC,2000,1,1,0,Sarampo,,95,0,101099,275,0.0,0.272011,,1
RS,2000,1,1,0,Sarampo,,95,0,175634,1290,0.0,0.734482,,1
MS,2000,1,1,0,Sarampo,,95,0,44873,317,0.0,0.706438,,1
MT,2000,1,1,0,Sarampo,,95,0,55037,2613,0.0,4.74771,,1
GO,2000,1,1,0,Sarampo,,95,0,102205,3911,1.11111,3.82662,,1
DF,2000,1,1,0,Sarampo,,95,0,41603,11,0.0,0.0264404,,1
AP,2000,1,1,0,Varicela,,95,0,15363,41,0.0,0.266875,,0
SP,2000,1,1,0,Varicela,,95,0,668622,4,0.0,0.000598245,,0
DF,2000,1,1,0,Varicela,,95,0,41603,1,0.0,0.00160245,,0
RO,2000,1,1,1,Oral Poliomielite,,95,0,31589,27194,42.3077,86.0869,,1
AC,2000,1,1,1,Oral Poliomielite,,95,0,17342,7019,22.7273,40.474,,1
AM,2000,1,1,1,Oral Poliomielite,,95,0,82486,28268,14.5161,34.2701,,1
RR,2000,1,1,1,Oral Poliomielite,,95,1,9806,9746,26.6667,99.3881,,1
PA,2000,1,1,1,Oral Poliomielite,,95,0,167171,128457,43.662,76.8417,,1
AP,2000,1,1,1,Oral Poliomielite,,95,0,15363,7174,31.25,46.6966,,1
TO,2000,1,1,1,Oral Poliomielite,,95,0,28769,20665,41.0072,71.8308,,1
MA,2000,1,1,1,Oral Poliomielite,,95,0,146984,78166,48.6111,53.1799,,1
PI,2000,1,1,1,Oral Poliomielite,,95,0,63184,47566,68.4931,75.2817,,1
CE,2000,1,1,1,Oral Poliomielite,,95,0,170815,152471,66.1202,89.2609,,1
RN,2000,1,1,1,Oral Poliomielite,,95,0,59841,37605,21.0843,62.8415,,1
PB,2000,1,1,1,Oral Poliomielite,,95,0,71853,46694,56.5022,64.9855,,1
PE,2000,1,1,1,Oral Poliomielite,,95,0,172474,123038,20.5405,71.3371,,1
AL,2000,1,1,1,Oral Poliomielite,,95,0,71093,49369,29.703,69.4428,,1
SE,2000,1,1,1,Oral Poliomielite,,95,0,42134,36486,48.0,86.5951,,1
BA,2000,1,1,1,Oral Poliomielite,,95,0,283346,205314,43.6145,72.4605,,1
MG,2000,1,1,1,Oral Poliomielite,,95,1,340178,327819,75.915,96.3669,,1
ES,2000,1,1,1,Oral Poliomielite,,95,0,60876,46209,37.6623,75.9068,,1
RJ,2000,1,1,1,Oral Poliomielite,,95,0,258974,180661,30.7692,69.7603,,1
SP,2000,1,1,1,Oral Poliomielite,,95,1,668622,647515,64.186,96.8432,,1
PR,2000,1,1,1,Oral Poliomielite,,95,0,185936,122113,28.0702,65.6748,,1
SC,2000,1,1,1,Oral Poliomielite,,95,0,101099,88943,51.5358,87.9761,,1
RS,2000,1,1,1,Oral Poliomielite,,95,0,175634,136710,39.4004,77.838,,1
MS,2000,1,1,1,Oral Poliomielite,,95,0,44873,37253,48.0519,83.0187,,1
MT,2000,1,1,1,Oral Poliomielite,,95,1,55037,105054,96.0317,190.879,,1
GO,2000,1,1,1,Oral Poliomielite,,95,0,102205,86838,59.0909,84.9645,,1
DF,2000,1,1,1,Oral Poliomielite,,95,1,41603,40688,0.0,97.8006,,1
RO,2000,1,1,1,Tríplice Bacteriana,,95,0,31589,27985,51.9231,88.591,,1
AC,2000,1,1,1,Tríplice Bacteriana,,95,0,17342,5428,27.2727,31.2997,,1
AM,2000,1,1,1,Tríplice Bacteriana,,95,0,82486,30750,29.0323,37.2791,,1
RR,2000,1,1,1,Tríplice Bacteriana,,95,0,9806,9315,13.3333,94.9929,,1
PA,2000,1,1,1,Tríplice Bacteriana,,95,0,167171,68472,17.6056,40.9593,,1
AP,2000,1,1,1,Tríplice Bacteriana,,95,0,15363,6697,31.25,43.5917,,1
TO,2000,1,1,1,Tríplice Bacteriana,,95,0,28769,19562,30.2158,67.9968,,1
MA,2000,1,1,1,Tríplice Bacteriana,,95,0,146984,59643,36.4486,40.5779,,1
PI,2000,1,1,1,Tríplice Bacteriana,,95,0,63184,46251,69.863,73.2005,,1
CE,2000,1,1,1,Tríplice Bacteriana,,95,0,170815,139343,67.2131,81.5754,,1
RN,2000,1,1,1,Tríplice Bacteriana,,95,0,59841,35512,26.506,59.3439,,1
PB,2000,1,1,1,Tríplice Bacteriana,,95,0,71853,43776,53.8117,60.9244,,1
PE,2000,1,1,1,Tríplice Bacteriana,,95,0,172474,111964,18.3784,64.9165,,1
AL,2000,1,1,1,Tríplice Bacteriana,,95,0,71093,46939,25.7426,66.0248,,1
SE,2000,1,1,1,Tríplice Bacteriana,,95,0,42134,35880,48.0,85.1569,,1
BA,2000,1,1,1,Tríplice Bacteriana,,95,0,283346,182109,40.0,64.2709,,1
MG,2000,1,1,1,Tríplice Bacteriana,,95,0,340178,319115,74.2621,93.8082,,1
ES,2000,1,1,1,Tríplice Bacteriana,,95,0,60876,50036,40.2597,82.1933,,1
RJ,2000,1,1,1,Tríplice Bacteriana,,95,0,258974,187859,32.967,72.5397,,1
SP,2000,1,1,1,Tríplice Bacteriana,,95,1,668622,636342,62.0155,95.1722,,1
PR,2000,1,1,1,Tríplice Bacteriana,,95,0,185936,121650,27.5689,65.4257,,1
SC,2000,1,1,1,Tríplice Bacteriana,,95,0,101099,89546,50.8532,88.5726,,1
RS,2000,1,1,1,Tríplice Bacteriana,,95,0,175634,136668,39.4004,77.8141,,1
MS,2000,1,1,1,Tríplice Bacteriana,,95,0,44873,33493,45.4545,74.6395,,1
MT,2000,1,1,1,Tríplice Bacteriana,,95,0,55037,39511,50.7937,71.7899,,1
GO,2000,1,1,1,Tríplice Bacteriana,,95,0,102205,75751,51.4523,74.1167,,1
DF,2000,1,1,1,Tríplice Bacteriana,,95,1,41603,41990,0.0,100.93,,1
RO,2001,0,1,0,BCG,,90,1,31402,35213,76.9231,112.136,,1
AC,2001,0,1,0,BCG,,90,1,16495,20105,81.8182,121.885,,1
AM,2001,0,1,0,BCG,,90,1,81386,84517,93.5484,103.847,,1
RR,2001,0,1,0,BCG,,90,1,9850,10048,26.6667,102.01,,1
PA,2001,0,1,0,BCG,,90,1,161087,183776,89.5105,114.085,,1
AP,2001,0,1,0,BCG,,90,1,15655,26502,93.75,169.288,,1
TO,2001,0,1,0,BCG,,90,1,27889,32660,82.0144,117.107,,1
MA,2001,0,1,0,BCG,,90,1,140217,172299,95.3917,122.88,,1
PI,2001,0,1,0,BCG,,90,1,62247,68485,50.0,110.021,,1
CE,2001,0,1,0,BCG,,90,1,163932,185396,96.7391,113.093,,1
RN,2001,0,1,0,BCG,,90,1,57390,57418,58.4337,100.049,,1
PB,2001,0,1,0,BCG,,90,1,69269,80286,74.4395,115.905,,1
PE,2001,0,1,0,BCG,,90,1,166580,194924,68.6487,117.015,,1
AL,2001,0,1,0,BCG,,90,1,68561,73659,69.6078,107.436,,1
SE,2001,0,1,0,BCG,,90,1,40490,44729,30.6667,110.469,,1
BA,2001,0,1,0,BCG,,90,1,272755,311442,80.0481,114.184,,1
MG,2001,0,1,0,BCG,,90,1,330306,327789,77.2727,99.238,,1
ES,2001,0,1,0,BCG,,90,1,60329,60841,87.013,100.849,,1
RJ,2001,0,1,0,BCG,,90,1,255009,258744,91.3043,101.465,,1
SP,2001,0,1,0,BCG,,90,1,666501,701361,90.4984,105.23,,1
PR,2001,0,1,0,BCG,,90,1,182977,187968,93.4837,102.728,,1
SC,2001,0,1,0,BCG,,90,1,98530,91855,83.1034,93.2254,,1
RS,2001,0,1,0,BCG,,90,1,171962,167780,82.0346,97.5681,,1
MS,2001,0,1,0,BCG,,90,1,43770,48083,92.2078,109.854,,1
MT,2001,0,1,0,BCG,,90,1,53572,57838,89.7638,107.963,,1
GO,2001,0,1,0,BCG,,90,1,100586,102643,78.5124,102.045,,1
DF,2001,0,1,0,BCG,,90,1,42068,57632,100.0,136.997,,1
RO,2001,0,1,0,Febre Amarela,,95,1,31402,35178,88.4615,112.025,,1
AC,2001,0,1,0,Febre Amarela,,95,0,16495,15264,72.7273,92.5371,,1
AM,2001,0,1,0,Febre Amarela,,95,0,81386,77150,61.2903,94.7952,,1
RR,2001,0,1,0,Febre Amarela,,95,0,9850,8862,33.3333,89.9695,,1
PA,2001,0,1,0,Febre Amarela,,95,1,161087,155593,74.8252,96.5894,,1
AP,2001,0,1,0,Febre Amarela,,95,1,15655,26017,81.25,166.19,,1
TO,2001,0,1,0,Febre Amarela,,95,1,27889,28425,73.3813,101.922,,1
MA,2001,0,1,0,Febre Amarela,,95,0,140217,131913,76.4977,94.0778,,1
PI,2001,0,1,0,Febre Amarela,,95,0,62247,35956,17.4359,57.7634,,1
CE,2001,0,1,0,Febre Amarela,,95,0,163932,8398,1.02041,5.12286,,1
RN,2001,0,1,0,Febre Amarela,,95,0,57390,1462,6.25,2.54748,,1
PB,2001,0,1,0,Febre Amarela,,95,0,69269,274,12.5,0.395559,,1
PE,2001,0,1,0,Febre Amarela,,95,0,166580,12759,13.6364,7.65938,,1
AL,2001,0,1,0,Febre Amarela,,95,0,68561,181,0.0,0.263998,,1
SE,2001,0,1,0,Febre Amarela,,95,0,40490,1346,0.0,3.32428,,1
BA,2001,0,1,0,Febre Amarela,,95,0,272755,233506,54.0865,85.6102,,1
MG,2001,0,1,0,Febre Amarela,,95,0,330306,266468,40.7756,80.6731,,1
ES,2001,0,1,0,Febre Amarela,,95,0,60329,12498,11.1111,20.7164,,1
RJ,2001,0,1,0,Febre Amarela,,95,0,255009,4087,1.72414,1.60269,,1
SP,2001,0,1,0,Febre Amarela,,95,0,666501,46493,28.6501,6.97568,,1
PR,2001,0,1,0,Febre Amarela,,95,0,182977,425,0.0,0.23227,,1
SC,2001,0,1,0,Febre Amarela,,95,0,98530,2839,3.33333,2.88136,,1
RS,2001,0,1,0,Febre Amarela,,95,0,171962,3150,2.94118,1.8318,,1
MS,2001,0,1,0,Febre Amarela,,95,1,43770,43818,81.8182,100.11,,1
MT,2001,0,1,0,Febre Amarela,,95,1,53572,55370,85.0394,103.356,,1
GO,2001,0,1,0,Febre Amarela,,95,0,100586,94557,62.3967,94.0061,,1
DF,2001,0,1,0,Febre Amarela,,95,0,42068,305,0.0,0.725017,,1
RO,2001,0,1,0,Haemophilus influenzae tipo b,,95,1,31402,33085,86.5385,105.36,,0
AC,2001,0,1,0,Haemophilus influenzae tipo b,,95,1,16495,16451,86.3636,99.7333,,0
AM,2001,0,1,0,Haemophilus influenzae tipo b,,95,0,81386,75721,79.0323,93.0393,,0
RR,2001,0,1,0,Haemophilus influenzae tipo b,,95,1,9850,9405,60.0,95.4822,,0
PA,2001,0,1,0,Haemophilus influenzae tipo b,,95,1,161087,161707,81.1189,100.385,,0
AP,2001,0,1,0,Haemophilus influenzae tipo b,,95,1,15655,27831,93.75,177.777,,0
TO,2001,0,1,0,Haemophilus influenzae tipo b,,95,1,27889,30065,79.8561,107.802,,0
MA,2001,0,1,0,Haemophilus influenzae tipo b,,95,1,140217,147300,92.1659,105.051,,0
PI,2001,0,1,0,Haemophilus influenzae tipo b,,95,1,62247,61530,71.8182,98.8481,,0
CE,2001,0,1,0,Haemophilus influenzae tipo b,,95,1,163932,163205,89.6739,99.5565,,0
RN,2001,0,1,0,Haemophilus influenzae tipo b,,95,0,57390,52608,54.8193,91.6675,,0
PB,2001,0,1,0,Haemophilus influenzae tipo b,,95,1,69269,68617,74.8879,99.0587,,0
PE,2001,0,1,0,Haemophilus influenzae tipo b,,95,1,166580,159344,54.5946,95.6561,,0
AL,2001,0,1,0,Haemophilus influenzae tipo b,,95,0,68561,63356,54.902,92.4082,,0
SE,2001,0,1,0,Haemophilus influenzae tipo b,,95,1,40490,41101,73.3333,101.509,,0
BA,2001,0,1,0,Haemophilus influenzae tipo b,,95,1,272755,280006,81.0096,102.658,,0
MG,2001,0,1,0,Haemophilus influenzae tipo b,,95,1,330306,322736,77.1127,97.7082,,0
ES,2001,0,1,0,Haemophilus influenzae tipo b,,95,1,60329,57643,76.6234,95.5477,,0
RJ,2001,0,1,0,Haemophilus influenzae tipo b,,95,0,255009,225657,70.6522,88.4898,,0
SP,2001,0,1,0,Haemophilus influenzae tipo b,,95,1,666501,644155,78.6047,96.6473,,0
PR,2001,0,1,0,Haemophilus influenzae tipo b,,95,0,182977,172440,73.9348,94.2414,,0
SC,2001,0,1,0,Haemophilus influenzae tipo b,,95,0,98530,91620,77.4744,92.9869,,0
RS,2001,0,1,0,Haemophilus influenzae tipo b,,95,0,171962,161321,70.6638,93.812,,0
MS,2001,0,1,0,Haemophilus influenzae tipo b,,95,1,43770,42888,76.6234,97.9849,,0
MT,2001,0,1,0,Haemophilus influenzae tipo b,,95,1,53572,51430,84.252,96.0016,,0
GO,2001,0,1,0,Haemophilus influenzae tipo b,,95,0,100586,95490,71.4876,94.9337,,0
DF,2001,0,1,0,Haemophilus influenzae tipo b,,95,1,42068,48335,100.0,114.897,,0
RO,2001,0,1,0,Hepatite B,,95,1,31402,35938,75.0,114.445,,0
AC,2001,0,1,0,Hepatite B,,95,1,16495,20177,95.4545,122.322,,0
AM,2001,0,1,0,Hepatite B,,95,1,81386,82668,88.7097,101.575,,0
RR,2001,0,1,0,Hepatite B,,95,1,9850,10785,26.6667,109.492,,0
PA,2001,0,1,0,Hepatite B,,95,1,161087,168537,81.8182,104.625,,0
AP,2001,0,1,0,Hepatite B,,95,1,15655,25969,93.75,165.883,,0
TO,2001,0,1,0,Hepatite B,,95,1,27889,33390,78.4173,119.725,,0
MA,2001,0,1,0,Hepatite B,,95,1,140217,158540,94.0092,113.068,,0
PI,2001,0,1,0,Hepatite B,,95,1,62247,70853,55.9091,113.826,,0
CE,2001,0,1,0,Hepatite B,,95,1,163932,182219,89.6739,111.155,,0
RN,2001,0,1,0,Hepatite B,,95,1,57390,61494,55.4217,107.151,,0
PB,2001,0,1,0,Hepatite B,,95,1,69269,78509,69.9552,113.339,,0
PE,2001,0,1,0,Hepatite B,,95,1,166580,204459,70.2703,122.739,,0
AL,2001,0,1,0,Hepatite B,,95,1,68561,69114,61.7647,100.807,,0
SE,2001,0,1,0,Hepatite B,,95,1,40490,47896,24.0,118.291,,0
BA,2001,0,1,0,Hepatite B,,95,1,272755,297978,81.0096,109.247,,0
MG,2001,0,1,0,Hepatite B,,95,1,330306,342616,76.5258,103.727,,0
ES,2001,0,1,0,Hepatite B,,95,1,60329,64359,80.5195,106.68,,0
RJ,2001,0,1,0,Hepatite B,,95,1,255009,271988,85.8696,106.658,,0
SP,2001,0,1,0,Hepatite B,,95,1,666501,723891,85.8915,108.611,,0
PR,2001,0,1,0,Hepatite B,,95,0,182977,171703,57.2864,93.8386,,0
SC,2001,0,1,0,Hepatite B,,95,0,98530,93198,75.6014,94.5884,,0
RS,2001,0,1,0,Hepatite B,,95,1,171962,165765,74.7323,96.3963,,0
MS,2001,0,1,0,Hepatite B,,95,1,43770,48721,87.013,111.311,,0
MT,2001,0,1,0,Hepatite B,,95,1,53572,53669,88.189,100.181,,0
GO,2001,0,1,0,Hepatite B,,95,1,100586,102439,78.9256,101.842,,0
DF,2001,0,1,0,Hepatite B,,95,1,42068,58939,100.0,140.104,,0
RO,2001,0,1,0,Oral Poliomielite,,95,1,31402,34101,88.4615,108.595,,0
AC,2001,0,1,0,Oral Poliomielite,,95,1,16495,23896,100.0,144.868,,0
AM,2001,0,1,0,Oral Poliomielite,,95,1,81386,77968,59.6774,95.8003,,0
RR,2001,0,1,0,Oral Poliomielite,,95,1,9850,10461,73.3333,106.203,,0
PA,2001,0,1,0,Oral Poliomielite,,95,1,161087,161624,76.9231,100.333,,0
AP,2001,0,1,0,Oral Poliomielite,,95,1,15655,29484,93.75,188.336,,0
TO,2001,0,1,0,Oral Poliomielite,,95,1,27889,33143,87.7698,118.839,,0
MA,2001,0,1,0,Oral Poliomielite,,95,1,140217,160427,96.3134,114.413,,0
PI,2001,0,1,0,Oral Poliomielite,,95,1,62247,71998,88.6364,115.665,,0
CE,2001,0,1,0,Oral Poliomielite,,95,1,163932,172591,94.5652,105.282,,0
RN,2001,0,1,0,Oral Poliomielite,,95,1,57390,56582,63.8554,98.5921,,0
PB,2001,0,1,0,Oral Poliomielite,,95,1,69269,74103,85.6502,106.979,,0
PE,2001,0,1,0,Oral Poliomielite,,95,1,166580,206852,86.4865,124.176,,0
AL,2001,0,1,0,Oral Poliomielite,,95,1,68561,70973,69.6078,103.518,,0
SE,2001,0,1,0,Oral Poliomielite,,95,1,40490,41473,80.0,102.428,,0
BA,2001,0,1,0,Oral Poliomielite,,95,1,272755,317720,93.0288,116.485,,0
MG,2001,0,1,0,Oral Poliomielite,,95,1,330306,334035,83.5873,101.129,,0
ES,2001,0,1,0,Oral Poliomielite,,95,1,60329,68306,88.3117,113.222,,0
RJ,2001,0,1,0,Oral Poliomielite,,95,0,255009,234011,72.8261,91.7658,,0
SP,2001,0,1,0,Oral Poliomielite,,95,1,666501,664618,86.6667,99.7175,,0
PR,2001,0,1,0,Oral Poliomielite,,95,1,182977,174345,78.9474,95.2825,,0
SC,2001,0,1,0,Oral Poliomielite,,95,1,98530,94449,82.5939,95.8581,,0
