"","process","gene_set_specific","immune_system","immune_sub_system","immune_tissue","go_term","genes","set_size_specific","set_size_nested"
"235","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","CCL4",676,676
"236","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","CCL7",676,676
"237","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","XCL1",676,676
"238","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","ADAM8",676,676
"239","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","GPR15LG",676,676
"240","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","CX3CL1",676,676
"241","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","CCL4L1",676,676
"242","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","CCL1",676,676
"243","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","CCL3L1",676,676
"244","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","SAA1",676,676
"245","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","CCL8",676,676
"246","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","CCL24",676,676
"247","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","CCL5",676,676
"248","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","CCL23",676,676
"249","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","PPP2CA",676,676
"250","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","CHST3",676,676
"251","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","JAK3",676,676
"252","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","ZC3H8",676,676
"253","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","PPP2R1A",676,676
"254","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","IL20RB",676,676
"255","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","CCNB2",676,676
"256","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","PRDX2",676,676
"257","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","CD86",676,676
"258","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","PTPN6",676,676
"259","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","CAV1",676,676
"260","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","PTPN11",676,676
"261","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","DPP4",676,676
"262","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","MAP3K8",676,676
"263","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","KLRK1",676,676
"264","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","CD160",676,676
"265","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","CD24",676,676
"266","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","CD80",676,676
"267","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","PIK3CA",676,676
"268","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","EFNB1",676,676
"269","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","EFNB2",676,676
"270","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","CSK",676,676
"271","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","NKAP",676,676
"272","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","CTNNB1",676,676
"273","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","ZFP36L2",676,676
"274","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","NCAPH2",676,676
"275","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","ZFP36L1",676,676
"276","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","CDK6",676,676
"277","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","JMJD6",676,676
"278","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","TESPA1",676,676
"279","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","TICAM1",676,676
"280","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","BANK1",676,676
"281","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","CXCR5",676,676
"282","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","TBC1D10C",676,676
"283","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","CD79A",676,676
"284","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","CHRNA4",676,676
"285","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","CHRNA7",676,676
"286","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","MS4A1",676,676
"287","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","IGBP1",676,676
"288","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","RASGRP1",676,676
"289","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","CD22",676,676
"290","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","CHRNB2",676,676
"291","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","TXLNA",676,676
"292","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","BST2",676,676
"293","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","AKAP17A",676,676
"294","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","EPHB2",676,676
"295","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","HDAC4",676,676
"296","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","MAP2K1",676,676
"297","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","HAND2",676,676
"298","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","MAP2K2",676,676
"299","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","FOXI3",676,676
"300","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","SOD1",676,676
"301","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","TGFBR1",676,676
"302","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","MAPK3",676,676
"303","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","EPHB3",676,676
"304","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","LMO4",676,676
"305","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","MAPK1",676,676
"306","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","TYR",676,676
"307","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","IL9",676,676
"308","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","CTPS1",676,676
"309","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","CD38",676,676
"310","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","FOSL2",676,676
"311","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","WNT3A",676,676
"312","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","PSMB10",676,676
"313","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","FKBP1B",676,676
"314","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","KITLG",676,676
"315","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","LMBR1L",676,676
"316","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","TNFRSF4",676,676
"317","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","IDO1",676,676
"318","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","CD151",676,676
"319","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","SCGB1A1",676,676
"320","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","CCND3",676,676
"321","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","KDELR1",676,676
"322","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","DTX1",676,676
"323","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","SOX4",676,676
"324","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","PTPN2",676,676
"325","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","LEPR",676,676
"326","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","GPR89A",676,676
"327","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","LEP",676,676
"328","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","EGR1",676,676
"329","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","PKNOX1",676,676
"330","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","PIK3R1",676,676
"331","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","NRARP",676,676
"332","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","SP3",676,676
"333","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","GPR89B",676,676
"334","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","BCAR1",676,676
"335","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","CTLA4",676,676
"336","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","CD79B",676,676
"337","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","GRB2",676,676
"338","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","MNDA",676,676
"339","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","IGLC1",676,676
"340","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","IGLC3",676,676
"341","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","IGLC7",676,676
"342","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","BMX",676,676
"343","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","NFKBIA",676,676
"344","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","IGLC6",676,676
"345","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","TEC",676,676
"346","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","NFAM1",676,676
"347","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","NFKB1",676,676
"348","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","WAS",676,676
"349","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","RBX1",676,676
"350","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","NCK1",676,676
"351","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","SMAD3",676,676
"352","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","PPP3CA",676,676
"353","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","LAG3",676,676
"354","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","NLRC3",676,676
"355","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","FKBP1A",676,676
"356","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","MFAP3",676,676
"357","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","TNFAIP8L2",676,676
"358","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","CD7",676,676
"359","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","CD276",676,676
"360","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","CD44",676,676
"361","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","DCAF12",676,676
"362","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","CD8B",676,676
"363","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","DDOST",676,676
"364","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","PAX5",676,676
"365","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","TOP2B",676,676
"366","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","ADGRG3",676,676
"367","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","FZD9",676,676
"368","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","EP300",676,676
"369","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","PTPRJ",676,676
"370","ADAPTIVE IMMUNE SYSTEM","Adaptive immune system","Adaptive","General","General","Manual insertion","LYL1",676,676
